(647.5245596588068, 663.1362505514022)
(659.6171629985819, 691.6170715702716)
(662.081678129138, 688.4982787543032)
(0.0, 0.0)
(704.6559436275245, 664.6439468284842)
(693.1838926601005, 627.1427756957434)
(714.3326839399842, 637.4539659509401)
(188.94412953756188, 587.2767989831128)
(0.0, 0.0)
(175.14260693913295, 583.9753562256816)
(0.0, 0.0)
(0.0, 0.0)
(771.1628108526123, 578.7471062644687)
(179.66487001796648, 576.9942300576994)
(644.9935500644993, 574.4942550574494)
(594.3971070510204, 617.5447763063178)
(566.9971650141749, 656.9967150164249)
(609.7901421913112, 580.7902146911299)
(609.9969500152499, 580.9970950145249)
(621.6542335819951, 569.6552735611955)
(0.0, 0.0)
(0.0, 0.0)
(773.2010667217777, 569.9789291754462)
(692.3194869435945, 558.6554935567956)
(194.7988799580275, 560.9045838398147)
(194.62338470738837, 560.9689280361995)
(590.8957796741885, 580.3605211018937)
(589.1506720783437, 581.1197497727502)
(0.0, 0.0)
(0.0, 0.0)
(216.32900675319826, 552.6556135543956)
(607.9969600151999, 550.9972450137749)
(678.9966050169749, 550.9972450137749)
(192.1064896000365, 552.6906076926582)
(192.3332846413625, 552.5441639128699)
(128.18087913473573, 564.8663438858987)
(688.052717551795, 566.5224697625138)
(764.41293021232, 568.018619337478)
(186.74032576223905, 546.7395257640168)
(0.0, 0.0)
(0.0, 0.0)
(648.1719854051254, 569.585121641857)
(665.9580558508101, 589.249754479269)
(646.6791232680899, 584.8583802154)
(657.4983562541095, 546.9986325034188)
(653.2853184010975, 556.0392253857701)
(665.4933450665493, 555.9944400555994)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(713.2482168794579, 530.7486731283173)
(578.4942150578494, 527.9947200527995)
(170.9326496027349, 528.13122080845)
(0.0, 0.0)
(582.9941700582993, 532.661340053266)
(0.0, 0.0)
(0.0, 0.0)
(663.5590970986111, 535.3614004424632)
(682.870469576679, 537.5984200278558)
(209.48584529057518, 570.6728852564157)
(192.99903500482498, 609.9969500152499)
(191.9995200012, 608.4984787538032)
(191.87297018897533, 600.2220793122033)
(220.9519823238414, 569.2959544563237)
(218.49945375136565, 541.9986450033875)
(669.4933050669492, 517.9948200517995)
(0.0, 0.0)
(233.5447412619789, 519.5670866317781)
(233.66129594752596, 519.8745834867333)
(212.97863277504987, 510.2267332368511)
(212.8887797151557, 510.1963195574429)
(0.0, 0.0)
(146.76179993204767, 509.2734457570626)
(122.26877776275985, 517.3600481634253)
(122.56965239891427, 517.2664785697654)
(115.39254130701866, 532.4590226108047)
(101.93920859537832, 499.75666710909013)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(235.74317952887037, 513.0404018809725)
(158.53710559228992, 637.1099607107977)
(196.7998032001968, 489.1828441504892)
(588.1943744213046, 483.77573605844407)
(588.0930507706297, 483.9411053027786)
(252.3310934170447, 511.3156174521716)
(252.5022166616119, 511.53730281384975)
(276.3997236002764, 476.8995231004769)
(276.4996050005643, 476.99931857240205)
(181.58052801256258, 490.5803286578525)
(182.99954250114376, 490.4987737530657)
(0.0, 0.0)
(245.4997272225253, 474.4994727783636)
(245.49964928621532, 474.4993221438255)
(161.93739878912575, 496.17677322285004)
(603.1656613905644, 472.41587930686785)
(579.3127802144766, 471.5350677565246)
(0.0, 0.0)
(204.6190398240366, 470.0583947914263)
(204.63397890324265, 469.8803737301814)
(610.7308904097716, 459.2648296073482)
(0.0, 0.0)
(143.60280632564402, 464.4041565097539)
(144.99927500362497, 470.9976450117749)
(143.39579748438393, 464.049883987529)
(169.58149950208562, 490.4361196368665)
(128.999355003225, 585.9970700146499)
(165.37581615213497, 529.120342218294)
(137.9996550008625, 486.49878375304064)
(184.99953750115625, 473.4988162529594)
(176.94991152504423, 459.89977005011497)
(182.1122072142529, 466.73853025144416)
(590.2039774549507, 459.7817272530178)
(590.2100276952808, 459.78841827128105)
(599.0218228743403, 459.1219161409448)
(598.97285415505, 459.25296593096056)
(589.7308023242135, 460.4405631566259)
(589.8631001244545, 460.5450358681492)
(703.8707119937764, 465.10184856125863)
(116.75809142924635, 478.79932528625505)
(0.0, 0.0)
(585.3183316072478, 447.75323383776765)
(634.675041129577, 512.5450408780285)
(568.3223973153557, 546.1503614568726)
(638.8154420950203, 513.3993023143984)
(642.9967850160749, 483.99758001209995)
(571.8777142358095, 441.70550647716595)
(571.5810197791704, 442.0677683655867)
(579.9971000144999, 431.9978400107999)
(697.2175741050614, 430.77490594507145)
(684.193647811962, 599.8956907348477)
(737.4981562546094, 536.9986575033563)
(732.3893137908643, 565.2632001101001)
(666.2772292448379, 610.1927188162465)
(249.67583185846786, 445.92302792225183)
(249.62552211877545, 445.50911680086625)
(268.0398595834198, 446.09088774684744)
(268.1922256688417, 446.03701343719507)
(237.26435612819262, 443.13462513294127)
(237.28414003911803, 443.1520705017083)
(235.9997854547405, 440.4995995458186)
(235.99966285762451, 440.49937071518474)
(234.49765502344974, 395.6627100395662)
(236.75109298869808, 412.9025910390705)
(237.0662204772191, 412.86840335004194)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(170.88774963722463, 368.2197674237727)
(256.9389267777089, 367.4235743813799)
(210.39995570527248, 365.649045828271)
(210.66661709805084, 365.66658062747115)
(267.9664880223413, 365.61086737053284)
(147.19530078485002, 355.494007705282)
(176.83244917108746, 351.7482412587937)
(570.9971450142749, 352.49823750881245)
(632.2484193789517, 350.99912250219376)
(255.41790833293913, 370.44961784668214)
(0.0, 0.0)
(0.0, 0.0)
(687.4977083409722, 334.3322188926037)
(0.0, 0.0)
(147.82202512618872, 327.42178565984136)
(159.40030372564874, 349.9584992065232)
(635.8813101841009, 324.2686079987475)
(217.9166413275223, 321.07554406098325)
(217.90906449587095, 321.28884994478585)
(742.6316717482723, 341.1147072772133)
(155.87461031347422, 311.6658875019479)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(157.1650950157165, 299.49700502994966)
(0.0, 0.0)
(637.7912885551639, 417.1526508630659)
(641.9983950040125, 441.49889625275944)
(665.2326723848414, 440.25683166995304)
(639.996800016, 417.9979100104499)
(584.3077133240648, 423.0456699885842)
(654.9781373371992, 414.51162673166107)
(648.160903035003, 410.5654508092619)
(660.7090628842412, 405.16218538691345)
(630.9115217066992, 397.5079094665821)
(656.9967150164249, 382.99808500957494)
(574.0917476137627, 380.90015398401346)
(567.6996215335856, 357.5664282890478)
(675.998310004225, 336.49915875210314)
(0.0, 0.0)
(580.7988384023232, 277.7994444011112)
(198.87698363826283, 278.24532114527597)
(194.49978388912902, 278.6663570373811)
(221.66578000354664, 270.06558640432104)
(674.8958746364847, 313.02002992121123)
(679.8414798549612, 335.77773632373624)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(187.07489468551137, 301.3179229111776)
(200.07712344250797, 333.996851728978)
(169.5570311715896, 305.26019033967384)
(190.69943818911204, 316.4086317913467)
(188.08617446790095, 337.7212061400219)
(188.12786322607832, 337.80999895891495)
(174.63775449274382, 338.2088437943763)
(174.99912500437497, 342.99828500857495)
(174.52080606445736, 337.8150513830648)
(164.57491771254115, 329.3998353000824)
(164.49990323535104, 329.4998061765846)
(201.82671269042447, 314.97521633908747)
(204.0730314055208, 313.56616709139263)
(208.7547412824349, 293.8696642445216)
(208.67538368191654, 293.8946595014054)
(196.14048441689846, 269.6633458176446)
(172.74392590508697, 284.18627201475323)
(169.1300400495837, 290.7113112086233)
(167.99989500006564, 296.4998146876158)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(206.5201871883623, 260.121693264781)
(189.48067043084373, 247.9885337921144)
(0.0, 0.0)
(280.74859625701873, 263.33201667324994)
(619.1635708488124, 241.2487937560312)
(603.2217195374559, 236.2081364932196)
(667.3187605450115, 314.9037469980165)
(573.4991807154562, 304.99956428633675)
(0.0, 0.0)
(0.0, 0.0)
(587.353921614059, 226.28349349054156)
(587.7770976098586, 226.40114962784014)
(162.53655506754032, 254.6066894644021)
(162.52238185264764, 254.6493125853231)
(149.71882761574815, 243.17467231863642)
(149.85572391777492, 243.215321400034)
(681.9999526388922, 309.0347007614791)
(695.47123997214, 234.1548348508751)
(147.22047298919455, 310.71546831262896)
(147.16597941144184, 310.7755707089409)
(187.33270889097037, 404.776428523016)
(169.4991525042375, 395.1646908432124)
(154.3123071096161, 394.041174115199)
(156.99921500392497, 386.9980650096749)
(191.42181518068273, 389.885294827512)
(191.44436936822115, 389.7972327592551)
(93.66635444548518, 236.88809926189134)
(96.8969344617208, 238.37567089369543)
(419.90035577825387, 471.1655454039362)
(419.8983269714136, 471.17064794570973)
(461.7731382812007, 752.0676477478422)
(461.80775200998727, 752.1185908135236)
(401.0081248831602, 761.051748427527)
(401.281301093792, 761.1182299925849)
(419.24895187762036, 742.1231446921383)
(315.4140458341275, 744.6967440312897)
(315.5768017012301, 744.8458673669741)
(0.0, 0.0)
(328.2993434013132, 741.6985166029668)
(0.0, 0.0)
(315.99921000197503, 748.6647950046791)
(385.1694971006874, 744.7700027461498)
(384.5397790816686, 744.8010122906225)
(429.7458939667045, 737.6592775657217)
(428.4989287526782, 735.9981600046001)
(429.90334592712696, 737.6887905484685)
(0.0, 0.0)
(433.91394350156366, 726.4448338888574)
(433.9855947713567, 726.5099948410923)
(0.0, 0.0)
(331.66003346599734, 725.6521536235942)
(0.0, 0.0)
(521.0898128444131, 722.7039303038216)
(520.9551680433947, 722.5180826574065)
(526.5398667541149, 719.4247912012934)
(526.5937449909463, 719.2747368625476)
(477.4952250477495, 718.9928100718993)
(0.0, 0.0)
(328.0419430905076, 723.3463427801034)
(318.0050303574265, 716.9177281278784)
(528.9817220033233, 710.0271436314284)
(528.9962207334313, 709.9046058817715)
(481.73967020814024, 708.1465744890937)
(508.16316159935474, 696.6665244898248)
(508.03559332485867, 696.7776118783463)
(302.57669032562285, 688.7174189353187)
(512.9428474711805, 684.3156093906291)
(512.8028749082197, 683.9088836639746)
(433.9747830126085, 680.9163262085035)
(0.0, 0.0)
(311.4996885003115, 676.0659906006761)
(305.26544560488423, 668.2639936106922)
(492.6658455569241, 670.9988816685305)
(343.0643681124311, 702.2799940145668)
(0.0, 0.0)
(490.9996931251918, 666.4995834377604)
(490.999509000491, 666.4993335006666)
(309.8179001655453, 671.2418140225933)
(426.84747085385317, 674.1074211496618)
(426.69563790315595, 673.9102338714526)
(293.85630326770496, 662.3314409577877)
(468.75321557691393, 663.2458000761159)
(431.5887447802319, 656.1069601790325)
(431.65387811900075, 656.1347598776447)
(0.0, 0.0)
(0.0, 0.0)
(308.8445883074244, 652.0124823048258)
(308.70180235990415, 652.2657677412855)
(377.4883855710415, 652.4435745196785)
(401.2620822537914, 692.1119262720546)
(449.99925000125, 731.9987800020334)
(448.99925166791394, 728.998785002025)
(393.9993433344278, 726.9987883353529)
(447.9992533345778, 725.9987900020167)
(394.99901250246876, 724.4981887545282)
(400.9979950100249, 711.9964400177998)
(347.37642972042, 664.7097257204243)
(365.99817000914993, 651.9967400162999)
(353.4991162522094, 645.9983850040376)
(351.99824000879994, 644.9967750161248)
(403.1833038678472, 692.2423248153715)
(394.33201889327034, 687.8310405631981)
(402.098467581382, 679.7525828993213)
(0.0, 0.0)
(325.99674003259963, 619.4938050619494)
(305.8332157051734, 654.8843635060141)
(333.73199840533965, 611.6642200097865)
(517.8331810294565, 593.2351196367295)
(517.6902913010864, 593.3926452169125)
(0.0, 0.0)
(0.0, 0.0)
(331.7417214569539, 623.6232535763955)
(0.0, 0.0)
(0.0, 0.0)
(380.5841995974127, 596.6658748347131)
(380.55083516566543, 596.3706180674374)
(416.6583334999967, 559.6554735571956)
(0.0, 0.0)
(0.0, 0.0)
(524.4947550524495, 545.9945400545994)
(371.79675881351284, 639.9477166830051)
(496.7313464079477, 535.2645256085642)
(354.99966190508394, 626.935910854688)
(392.4960750392496, 539.9946000539994)
(0.0, 0.0)
(0.0, 0.0)
(449.25354039345353, 597.7454624646389)
(389.9961000389996, 526.4947350526494)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(484.4951550484495, 509.99490005099943)
(0.0, 0.0)
(0.0, 0.0)
(442.08179378681973, 503.8771045829641)
(442.2332448866843, 503.9298992140201)
(345.2199207560838, 610.2181541011948)
(320.16655994448, 565.1942560463591)
(359.749400417666, 513.3880332421668)
(0.0, 0.0)
(310.2823212178737, 603.9164989120836)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(517.9982733390889, 478.4984050053166)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(514.2281490808372, 471.98902782847216)
(514.1755367093143, 472.08095349163415)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(467.8331285256685, 705.9734563251029)
(469.57310975519783, 734.5516878205068)
(490.61056598826, 711.4436539514957)
(485.2998786750303, 701.3498246625438)
(462.8567114676726, 687.5795239346497)
(464.89651164685245, 681.9985044254162)
(453.99886500283753, 610.4984737538157)
(0.0, 0.0)
(0.0, 0.0)
(411.742225593585, 456.82813159847433)
(411.8470103709399, 456.7450443045045)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(453.65759351479636, 429.3247468383966)
(407.6611533885056, 605.0618815663858)
(402.19714600579516, 656.5794046845643)
(416.9989575026063, 621.4984462538845)
(431.9978400107999, 464.99767501162495)
(381.52353700699734, 427.17826630123835)
(381.49961850038153, 426.999573000427)
(0.0, 0.0)
(509.96107711370587, 547.4988523889654)
(519.2414801670058, 454.4234161998493)
(515.5403778157222, 455.24886187784534)
(485.10448470219916, 440.0949866123886)
(450.44888366763735, 396.9271910778048)
(450.37201917017353, 396.7838469209644)
(380.3799146817235, 407.02268553084764)
(380.29850237401024, 406.98064189630014)
(457.5949112417301, 391.39257757673033)
(457.91628506976247, 391.4163404863829)
(449.9995909094628, 390.60570550996465)
(449.9993571437755, 390.80896551100165)
(0.0, 0.0)
(0.0, 0.0)
(479.90251387958483, 415.42687293778135)
(475.6619100475661, 380.4961950380496)
(436.9589295426739, 386.1538065483275)
(436.9781225819695, 386.11106514550806)
(448.06829862475274, 407.89582085324304)
(452.99943375070785, 419.49947562565546)
(443.5663709557527, 420.5330529779647)
(453.99967571451737, 413.99970428592553)
(448.86184063878466, 418.8189877877636)
(454.99924166793056, 408.9993183344695)
(452.9992450012584, 408.9993183344695)
(453.99886500283753, 406.49898375254065)
(466.0856778212765, 408.8920203369661)
(427.7950814489154, 406.9672802222045)
(464.1666216019461, 394.540414769539)
(467.9976600116999, 379.9981000094999)
(476.21904742857265, 376.21971409079487)
(441.2817118345806, 374.7048399706359)
(392.29674991368717, 400.5410410217752)
(456.32420684919634, 364.3260468123971)
(0.0, 0.0)
(441.87444765694045, 366.062042422447)
(487.114278886909, 395.5414194532795)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(491.89901620196764, 372.99925400149203)
(0.0, 0.0)
(488.69183353778914, 358.89344612416176)
(488.70288968166847, 358.7344777496273)
(451.65065026963487, 339.073966431545)
(451.61387662670995, 339.15192778294926)
(441.14128046223817, 338.858483174197)
(441.28378717884425, 338.7159239323738)
(459.701932041731, 336.2480838660636)
(459.71905628821594, 336.1314020361042)
(400.8319972266759, 341.99886000379996)
(433.05906678856286, 332.9628149794896)
(433.19022865320267, 332.8950478694964)
(465.4996419233524, 331.92282159782957)
(465.49953450046553, 331.7830015503318)
(420.97499680864433, 350.95035732072296)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(394.99802500987494, 333.99833000834997)
(388.4003514296033, 341.4887139004736)
(390.7253337687637, 340.92017178778536)
(459.72397940552435, 337.76425134566045)
(433.25737882240355, 320.22712716948763)
(433.53097904313813, 320.37479976575014)
(0.0, 0.0)
(449.59444052616254, 323.47965814945667)
(449.69735766274266, 323.53866849588513)
(0.0, 0.0)
(327.1425239548899, 409.8266485571429)
(358.9991025022438, 423.4989412526469)
(328.1740773910905, 408.8025712306943)
(326.8078399835758, 410.54820970515107)
(314.1584309602245, 418.6980139383994)
(310.82693025165656, 382.53058084154503)
(0.0, 0.0)
(381.1114607357121, 309.28488901228224)
(381.05572986261353, 309.269068416795)
(412.4279592754293, 320.5623740612734)
(434.99927500120833, 308.99948500085833)
(412.3624058956482, 320.670692023079)
(391.39950665790195, 303.46353596509454)
(391.3622621214113, 303.516864224609)
(492.77544202879074, 322.0681518862963)
(492.37121465420677, 321.378220426187)
(513.4047781220413, 410.2534831875413)
(503.83807848197256, 476.6259737620361)
(517.0245927224992, 423.9593834238217)
(517.4531255930189, 361.76017045143203)
(518.4987037532406, 345.9991350021625)
(460.5701656725189, 304.91838299923717)
(416.67945468470697, 294.0143278848645)
(416.6104545473128, 294.15260735583666)
(391.8169515159452, 292.50518763106174)
(452.59242496576854, 287.95051063561334)
(345.1013742533244, 268.44559381617523)
(345.1597227872905, 268.6528944329969)
(0.0, 0.0)
(506.97016961956, 264.9645164569206)
(504.4552744547827, 263.08244710490237)
(450.774772612627, 252.22054075195052)
(0.0, 0.0)
(430.74746639213566, 262.7842238441885)
(414.99896250259377, 253.4993662515844)
(430.8354670071056, 262.8745818254197)
(427.35378040711066, 272.76662470257054)
(427.2856379847075, 272.6309036968624)
(419.8634455166157, 265.2726066942697)
(419.9409294465121, 265.2057263495727)
(505.06464640808093, 243.26569360389223)
(436.9756781256342, 242.60298619339642)
(437.1132459106841, 242.63328480667636)
(387.90966834587937, 240.42820734793415)
(387.8523954340335, 240.2759168946584)
(0.0, 0.0)
(482.7497318057046, 242.47208751550693)
(420.3545930714718, 232.2093421685447)
(420.19563380032787, 232.23273050812787)
(490.6957897867903, 233.8724114476011)
(490.5774507261439, 233.99984400010402)
(510.6919148523732, 240.9998146155272)
(421.96892975346105, 227.66625272802534)
(385.21412489065165, 242.87110991059436)
(385.38616707317146, 242.93525935694115)
(426.9742859873015, 221.31620148441)
(427.25234422284575, 221.21354927892244)
(441.5052038004538, 226.44179658468596)
(441.48814627662773, 226.44034491823655)
(448.74955125044875, 214.016452650214)
(478.4617320975745, 211.47384462477638)
(478.33319054730623, 211.33327024877502)
(469.6996868668754, 216.46652235565176)
(0.0, 0.0)
(361.0848375311627, 204.93392359737288)
(361.0509467242966, 204.94893776552289)
(406.45597842529287, 211.63016299038918)
(402.5997316001789, 233.23317784454812)
(387.99806000969994, 216.99891500542498)
(389.3023224806258, 215.30263884368694)
(406.31528306455135, 210.3795068431895)
(403.9977049434668, 209.4081490198538)
(403.8294857127619, 209.580136673272)
(514.4488746022705, 196.3060823865138)
(514.4879727409589, 196.42852465987508)
(334.6810139068055, 187.56513584124528)
(334.75816595425033, 187.49990625004688)
(349.7006860490897, 311.20772054658863)
(349.1670739362536, 320.19073119575427)
(349.99912500218755, 249.4993762515594)
(350.99912250219376, 247.4993812515469)
(360.9981950090249, 238.99880500597496)
(462.24553837950714, 672.5247486779542)
(297.68742582489847, 716.5570908653035)
(528.3291484586548, 677.1338983211195)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(522.3228868755958, 664.3200469323947)
(531.8475798243484, 651.9973805967296)
(502.6616400502661, 170.9982900170998)
(575.1503830809652, 162.69442184799695)
(588.5663723834804, 160.57491971254015)
(272.6063539780474, 133.34927659404858)
(272.5421358382969, 133.2570120573881)
(621.1550944000783, 157.1101074986312)
(621.3504826449872, 157.08356985438914)
(326.11087570096095, 145.1169419743766)
(263.8631501720684, 277.17610388563867)
(249.4997731820244, 252.9997700002091)
(326.9293594720073, 143.5542686961241)
(266.17897537970146, 258.0332095584217)
(266.1828831482976, 258.07141181354467)
(264.80423269381185, 205.28251944238286)
(341.0250905095191, 105.81211571538792)
(341.01036783699516, 106.09158983428196)
(276.5557697137619, 101.09465445187338)
(276.6121477311468, 100.95317536185148)
(299.7245770619717, 164.16919219365792)
(299.43232713620404, 164.60033434394862)
(481.55931889146035, 625.8195112998761)
(546.7945791795339, 773.7572095321797)
(0.0, 0.0)
